Route,Location,URL,"Avg Stars","Your Stars","Route Type",Rating,Pitches,Length,"Area Latitude","Area Longitude"
"Ebonic Woman","Ebonic Woman > Undiscovered Country > The Tramway > San Jacinto Mountains > California",https://www.mountainproject.com/route/107776196/ebonic-woman,2.5,-1,Boulder,V3,1,13,33.82028,-116.63663
Serpentine,"Suicide Boulder > Undiscovered Country > The Tramway > San Jacinto Mountains > California",https://www.mountainproject.com/route/107776216/serpentine,2.0,-1,Boulder,V0-,1,24,33.82028,-116.63663
"White Stripe","Suicide Boulder > Undiscovered Country > The Tramway > San Jacinto Mountains > California",https://www.mountainproject.com/route/112882235/white-stripe,3.0,-1,Boulder,"V2 PG13",1,24,33.82028,-116.63663
"The Singularity","Suicide Boulder > Undiscovered Country > The Tramway > San Jacinto Mountains > California",https://www.mountainproject.com/route/107776207/the-singularity,2.2,-1,Boulder,V5,1,14,33.82028,-116.63663
"Singularity Sit","Suicide Boulder > Undiscovered Country > The Tramway > San Jacinto Mountains > California",https://www.mountainproject.com/route/117289743/singularity-sit,4.0,-1,Boulder,V8,1,14,33.82028,-116.63663
"The Maltese Chicken","The Wave Cave > Undiscovered Country > The Tramway > San Jacinto Mountains > California",https://www.mountainproject.com/route/107776231/the-maltese-chicken,1.0,-1,Boulder,V2,1,14,33.82028,-116.63663
Unknown,"The Wave Cave > Undiscovered Country > The Tramway > San Jacinto Mountains > California",https://www.mountainproject.com/route/109566098/unknown,3.0,-1,Boulder,V5,1,10,33.82028,-116.63663
"Fly, Robin Fly","The Wave Cave > Undiscovered Country > The Tramway > San Jacinto Mountains > California",https://www.mountainproject.com/route/109121923/fly-robin-fly,2.0,-1,Boulder,V6,1,8,33.82028,-116.63663
"Master Blaster","The Wave Cave > Undiscovered Country > The Tramway > San Jacinto Mountains > California",https://www.mountainproject.com/route/109121915/master-blaster,2.4,-1,Boulder,V8,1,8,33.82028,-116.63663
"Ricks Dyno","Ricks Dyno Boulder > Undiscovered Country > The Tramway > San Jacinto Mountains > California",https://www.mountainproject.com/route/107776255/ricks-dyno,1.5,-1,Boulder,V2,1,10,33.82028,-116.63663
"Ricki Ticki","Deception Boulder > Undiscovered Country > The Tramway > San Jacinto Mountains > California",https://www.mountainproject.com/route/108821628/ricki-ticki,1.0,-1,Boulder,V4,1,10,33.82028,-116.63663
Deception,"Deception Boulder > Undiscovered Country > The Tramway > San Jacinto Mountains > California",https://www.mountainproject.com/route/108821509/deception,2.0,-1,Boulder,V7,1,10,33.82028,-116.63663
Bolo,"JCVD (Jean Claud Van Dam) boulder > Undiscovered Country > The Tramway > San Jacinto Mountains > California",https://www.mountainproject.com/route/108865602/bolo,2.3,-1,Boulder,V4-,1,16,33.8076,-116.64724
"JCVD (Jean Claud Van Dam)","JCVD (Jean Claud Van Dam) boulder > Undiscovered Country > The Tramway > San Jacinto Mountains > California",https://www.mountainproject.com/route/108865568/jcvd-jean-claud-van-dam,2.6,-1,Boulder,V5-6,1,16,33.8076,-116.64724
Waterlou,"Waterlou Boulder > Undiscovered Country > The Tramway > San Jacinto Mountains > California",https://www.mountainproject.com/route/109554772/waterlou,2.0,-1,Boulder,V3,1,10,33.81028,-116.64663
"Colonel Angus Left","Colonel Angus Boulder > Undiscovered Country > The Tramway > San Jacinto Mountains > California",https://www.mountainproject.com/route/109565957/colonel-angus-left,2.0,-1,Boulder,V0,1,10,33.82028,-116.63663
"Colonel Angus","Colonel Angus Boulder > Undiscovered Country > The Tramway > San Jacinto Mountains > California",https://www.mountainproject.com/route/109565943/colonel-angus,2.0,-1,Boulder,V3,1,10,33.82028,-116.63663
"Jug or Not","Jug or Not Boulder > Undiscovered Country > The Tramway > San Jacinto Mountains > California",https://www.mountainproject.com/route/109566066/jug-or-not,2.0,-1,Boulder,V4+,1,12,33.82028,-116.63663
Unknown,"Unknown Boulder > Undiscovered Country > The Tramway > San Jacinto Mountains > California",https://www.mountainproject.com/route/109566079/unknown,2.0,-1,Boulder,V3+,1,,33.82028,-116.63663
"Soul Caliber","Soul Caliber Boulder > Undiscovered Country > The Tramway > San Jacinto Mountains > California",https://www.mountainproject.com/route/112803133/soul-caliber,2.0,-1,Boulder,V7,1,14,33.80999,-116.64837
"The River Styx","Soul Caliber Boulder > Undiscovered Country > The Tramway > San Jacinto Mountains > California",https://www.mountainproject.com/route/112803158/the-river-styx,3.0,-1,Boulder,V8,1,14,33.80999,-116.64837
"My Infested Destiny","My Infested Destiny Boulder > Undiscovered Country > The Tramway > San Jacinto Mountains > California",https://www.mountainproject.com/route/112884051/my-infested-destiny,3.9,-1,Boulder,V7,1,14,33.80736,-116.64809
"Tree Attack","Picasso's Prison Palace > Undiscovered Country > The Tramway > San Jacinto Mountains > California",https://www.mountainproject.com/route/116111530/tree-attack,3.0,-1,Boulder,V6,1,16,33.81097,-116.64678
"Creek Problem","Creek Boulders > Undiscovered Country > The Tramway > San Jacinto Mountains > California",https://www.mountainproject.com/route/117102103/creek-problem,2.0,-1,Boulder,V2-3,1,12,33.81124,-116.64542
"Enough Snuff","Creek Boulders > Undiscovered Country > The Tramway > San Jacinto Mountains > California",https://www.mountainproject.com/route/117271302/enough-snuff,3.0,-1,Boulder,"V7 R",1,15,33.81124,-116.64542
"Space Crack","Flash Gordon Boulder > Flash Gordon Area > The Tramway > San Jacinto Mountains > California",https://www.mountainproject.com/route/106866899/space-crack,1.7,-1,Boulder,V1,1,8,33.81345,-116.64506
"Buck Rogers","Flash Gordon Boulder > Flash Gordon Area > The Tramway > San Jacinto Mountains > California",https://www.mountainproject.com/route/106226186/buck-rogers,2.5,-1,Boulder,V2,1,10,33.81345,-116.64506
"Buck Rodgers Variation","Flash Gordon Boulder > Flash Gordon Area > The Tramway > San Jacinto Mountains > California",https://www.mountainproject.com/route/107746076/buck-rodgers-variation,2.1,-1,Boulder,V3,1,12,33.81345,-116.64506
"Flash Gordon","Flash Gordon Boulder > Flash Gordon Area > The Tramway > San Jacinto Mountains > California",https://www.mountainproject.com/route/106226208/flash-gordon,2.0,-1,Boulder,V3,1,5,33.81345,-116.64506
Chadinator,"Flash Gordon Boulder > Flash Gordon Area > The Tramway > San Jacinto Mountains > California",https://www.mountainproject.com/route/108068593/chadinator,3.0,-1,Boulder,V7,1,8,33.81345,-116.64506
"Flash Gordon Traverse (The Joshinator)","Flash Gordon Boulder > Flash Gordon Area > The Tramway > San Jacinto Mountains > California",https://www.mountainproject.com/route/113520319/flash-gordon-traverse-the-joshinator,2.0,-1,Boulder,V8,1,25,33.81345,-116.64506
Oceanus,"Moon Boulder > Flash Gordon Area > The Tramway > San Jacinto Mountains > California",https://www.mountainproject.com/route/106228054/oceanus,2.3,-1,Boulder,"V-easy PG13",1,20,33.81351,-116.6451
"Mare Serenitatis","Moon Boulder > Flash Gordon Area > The Tramway > San Jacinto Mountains > California",https://www.mountainproject.com/route/117640860/mare-serenitatis,2.0,-1,Boulder,"V-easy PG13",1,,33.81351,-116.6451
"Serpentine Ridge","Moon Boulder > Flash Gordon Area > The Tramway > San Jacinto Mountains > California",https://www.mountainproject.com/route/106228058/serpentine-ridge,2.4,-1,Boulder,"V0- R",1,20,33.81351,-116.6451
"Sea of Tranquility","Moon Boulder > Flash Gordon Area > The Tramway > San Jacinto Mountains > California",https://www.mountainproject.com/route/107746032/sea-of-tranquility,2.8,-1,Boulder,"V1 R",1,25,33.81351,-116.6451
"Dike Line","Dike Boulder > Flash Gordon Area > The Tramway > San Jacinto Mountains > California",https://www.mountainproject.com/route/106228035/dike-line,2.0,-1,Boulder,"V-easy PG13",1,15,33.81348,-116.64501
"Rotting Cheese","Dike Boulder > Flash Gordon Area > The Tramway > San Jacinto Mountains > California",https://www.mountainproject.com/route/106228039/rotting-cheese,1.7,-1,Boulder,"V0 PG13",1,15,33.81348,-116.64501
"Dike Line Direct","Dike Boulder > Flash Gordon Area > The Tramway > San Jacinto Mountains > California",https://www.mountainproject.com/route/107698382/dike-line-direct,1.8,-1,Boulder,"V1+ PG13",1,15,33.81348,-116.64501
"Pinch Me","Dike Boulder > Flash Gordon Area > The Tramway > San Jacinto Mountains > California",https://www.mountainproject.com/route/106229008/pinch-me,2.0,-1,Boulder,"V2 PG13",1,15,33.81348,-116.64501
"Tree Problem","Warm-Up Boulder > Flash Gordon Area > The Tramway > San Jacinto Mountains > California",https://www.mountainproject.com/route/106506341/tree-problem,2.0,-1,Boulder,V0-,1,12,33.81314,-116.64508
Ledgestone,"Warm-Up Boulder > Flash Gordon Area > The Tramway > San Jacinto Mountains > California",https://www.mountainproject.com/route/106875649/ledgestone,1.6,-1,Boulder,V0,1,8,33.81314,-116.64508
"Warmer-Upper Right","Warm-Up Boulder > Flash Gordon Area > The Tramway > San Jacinto Mountains > California",https://www.mountainproject.com/route/106875662/warmer-upper-right,1.7,-1,Boulder,V0,1,12,33.81314,-116.64508
"Warmer-Upper Left","Warm-Up Boulder > Flash Gordon Area > The Tramway > San Jacinto Mountains > California",https://www.mountainproject.com/route/106875679/warmer-upper-left,2.0,-1,Boulder,V0,1,12,33.81314,-116.64508
"Another Tree Problem","Warm-Up Boulder > Flash Gordon Area > The Tramway > San Jacinto Mountains > California",https://www.mountainproject.com/route/106506348/another-tree-problem,2.0,-1,Boulder,V0+,1,15,33.81314,-116.64508
"Slumpback of Notre Dame","Warm-Up Boulder > Flash Gordon Area > The Tramway > San Jacinto Mountains > California",https://www.mountainproject.com/route/109051560/slumpback-of-notre-dame,1.9,-1,Boulder,V1,1,12,33.81314,-116.64508
"The Ledge","Warm-Up Boulder > Flash Gordon Area > The Tramway > San Jacinto Mountains > California",https://www.mountainproject.com/route/106866879/the-ledge,2.0,-1,Boulder,V1,1,10,33.81314,-116.64508
"The Ledge Traverse","Warm-Up Boulder > Flash Gordon Area > The Tramway > San Jacinto Mountains > California",https://www.mountainproject.com/route/106866886/the-ledge-traverse,1.8,-1,Boulder,V1+,1,15,33.81314,-116.64508
"Gumby Traverse","Warm-Up Boulder > Flash Gordon Area > The Tramway > San Jacinto Mountains > California",https://www.mountainproject.com/route/106875624/gumby-traverse,1.8,-1,Boulder,V2,1,25,33.81314,-116.64508
"Theatre of the Absurd","Warm-Up Boulder > Flash Gordon Area > The Tramway > San Jacinto Mountains > California",https://www.mountainproject.com/route/107746013/theatre-of-the-absurd,1.5,-1,Boulder,V3,1,10,33.81314,-116.64508
"The Uninspired","Warm-Up Boulder > Flash Gordon Area > The Tramway > San Jacinto Mountains > California",https://www.mountainproject.com/route/107746020/the-uninspired,1.2,-1,Boulder,V3,1,12,33.81314,-116.64508
Creekin',"Creekin' Boulder > Flash Gordon Area > The Tramway > San Jacinto Mountains > California",https://www.mountainproject.com/route/106867328/creekin,1.7,-1,Boulder,V-easy,1,12,33.82361,-116.63494
"Mystery Move","Creekin' Boulder > Flash Gordon Area > The Tramway > San Jacinto Mountains > California",https://www.mountainproject.com/route/106867318/mystery-move,1.0,-1,Boulder,V0,1,12,33.82361,-116.63494
"Liquid Logic","Creekin' Boulder > Flash Gordon Area > The Tramway > San Jacinto Mountains > California",https://www.mountainproject.com/route/106867335/liquid-logic,2.0,-1,Boulder,V0,1,10,33.82361,-116.63494
"Creek Dyno","Creekin' Boulder > Flash Gordon Area > The Tramway > San Jacinto Mountains > California",https://www.mountainproject.com/route/115175145/creek-dyno,3.0,-1,Boulder,V3,1,8,33.82361,-116.63494
"Mulligan Crack","Rufus Boulder > Flash Gordon Area > The Tramway > San Jacinto Mountains > California",https://www.mountainproject.com/route/107746128/mulligan-crack,1.0,-1,Boulder,V2+,1,12,33.81372,-116.64482
Rufus,"Rufus Boulder > Flash Gordon Area > The Tramway > San Jacinto Mountains > California",https://www.mountainproject.com/route/107746149/rufus,2.3,-1,Boulder,V5,1,12,33.81372,-116.64482
"Kentucky Fried Brit","The Chicken Shack > Flash Gordon Area > The Tramway > San Jacinto Mountains > California",https://www.mountainproject.com/route/108073820/kentucky-fried-brit,2.0,-1,Boulder,V4,1,20,33.82361,-116.63494
"Carlton's Variation","Excavation Boulder > Flash Gordon Area > The Tramway > San Jacinto Mountains > California",https://www.mountainproject.com/route/108104878/carltons-variation,2.0,-1,Boulder,V6,1,15,33.81459,-116.64566
"Demolition Man","Excavation Boulder > Flash Gordon Area > The Tramway > San Jacinto Mountains > California",https://www.mountainproject.com/route/117563265/demolition-man,2.0,-1,Boulder,V7,1,11,33.81459,-116.64566
"The Cavity","Excavation Boulder > Flash Gordon Area > The Tramway > San Jacinto Mountains > California",https://www.mountainproject.com/route/108104862/the-cavity,2.0,-1,Boulder,V7,1,15,33.81459,-116.64566
Unnamed,"Excavation Boulder > Flash Gordon Area > The Tramway > San Jacinto Mountains > California",https://www.mountainproject.com/route/108452726/unnamed,2.0,-1,Boulder,V8,1,12,33.81459,-116.64566
"Super Chicken","Dead Tree Boulder > Flash Gordon Area > The Tramway > San Jacinto Mountains > California",https://www.mountainproject.com/route/108227745/super-chicken,2.7,-1,Boulder,V1,1,10,33.81374,-116.64528
"Tom Slick","Dead Tree Boulder > Flash Gordon Area > The Tramway > San Jacinto Mountains > California",https://www.mountainproject.com/route/108227750/tom-slick,2.4,-1,Boulder,V2,1,8,33.81374,-116.64528
Unknown,"Dead Tree Boulder > Flash Gordon Area > The Tramway > San Jacinto Mountains > California",https://www.mountainproject.com/route/108227757/unknown,2.1,-1,Boulder,V3,1,12,33.81374,-116.64528
"Super Slick","Dead Tree Boulder > Flash Gordon Area > The Tramway > San Jacinto Mountains > California",https://www.mountainproject.com/route/117356208/super-slick,3.0,-1,Boulder,V3,1,10,33.81374,-116.64528
"George of the Jungle","Dead Tree Boulder > Flash Gordon Area > The Tramway > San Jacinto Mountains > California",https://www.mountainproject.com/route/108227736/george-of-the-jungle,2.0,-1,Boulder,V7,1,12,33.81374,-116.64528
"Unnamed .8","Rock Candy > Flash Gordon Area > The Tramway > San Jacinto Mountains > California",https://www.mountainproject.com/route/109595290/unnamed-8,-1.0,-1,Boulder,V-easy,1,12,33.82361,-116.63494
"Rock Candy Arete","Rock Candy > Flash Gordon Area > The Tramway > San Jacinto Mountains > California",https://www.mountainproject.com/route/109595272/rock-candy-arete,2.5,-1,Boulder,V0,1,12,33.82361,-116.63494
"Nerds Rope","Rock Candy > Flash Gordon Area > The Tramway > San Jacinto Mountains > California",https://www.mountainproject.com/route/109595303/nerds-rope,-1.0,-1,Boulder,V1,1,12,33.82361,-116.63494
Arete,"Rock Candy > Flash Gordon Area > The Tramway > San Jacinto Mountains > California",https://www.mountainproject.com/route/109595279/arete,1.0,-1,Boulder,V3,1,15,33.82361,-116.63494
Umbra,"Rock Candy > Flash Gordon Area > The Tramway > San Jacinto Mountains > California",https://www.mountainproject.com/route/109595306/umbra,1.0,-1,Boulder,V5,1,10,33.82361,-116.63494
Misery,"Rock Candy > Flash Gordon Area > The Tramway > San Jacinto Mountains > California",https://www.mountainproject.com/route/109595311/misery,1.0,-1,Boulder,V7,1,7,33.82361,-116.63494
"Quinn's Dyno","Quinn's Boulder > Flash Gordon Area > The Tramway > San Jacinto Mountains > California",https://www.mountainproject.com/route/117518294/quinns-dyno,3.0,-1,Boulder,V1,1,10,33.8141,-116.64499
"The Rhino","Rhino Boulder > Flash Gordon Area > The Tramway > San Jacinto Mountains > California",https://www.mountainproject.com/route/117563361/the-rhino,2.0,-1,Boulder,V7,1,16,33.81363,-116.64461
"Mantle Problem","Abba Boulder (aka The Cube) > Shangri-La > Shangri-La Valley > The Tramway > San Jacinto Mountains > California",https://www.mountainproject.com/route/107138914/mantle-problem,2.1,-1,Boulder,V1-2,1,7,33.81441,-116.64924
"Unnamed Crack","Abba Boulder (aka The Cube) > Shangri-La > Shangri-La Valley > The Tramway > San Jacinto Mountains > California",https://www.mountainproject.com/route/112045171/unnamed-crack,1.0,-1,Boulder,V3-,1,10,33.81441,-116.64924
"Unnamed Arete","Abba Boulder (aka The Cube) > Shangri-La > Shangri-La Valley > The Tramway > San Jacinto Mountains > California",https://www.mountainproject.com/route/112045163/unnamed-arete,1.0,-1,Boulder,V4,1,10,33.81441,-116.64924
"Dancing Queen (aka The Cube)","Abba Boulder (aka The Cube) > Shangri-La > Shangri-La Valley > The Tramway > San Jacinto Mountains > California",https://www.mountainproject.com/route/106024290/dancing-queen-aka-the-cube,3.5,-1,Boulder,V5,1,15,33.81441,-116.64924
"March Madness","March Boulder > Shangri-La > Shangri-La Valley > The Tramway > San Jacinto Mountains > California",https://www.mountainproject.com/route/106486163/march-madness,1.3,-1,Boulder,"V1 R",1,18,33.81388,-116.64844
"March Arete","March Boulder > Shangri-La > Shangri-La Valley > The Tramway > San Jacinto Mountains > California",https://www.mountainproject.com/route/106485860/march-arete,2.7,-1,Boulder,V2+,1,16,33.81388,-116.64844
"Problem K","South Warm-up Boulder > Shangri-La > Shangri-La Valley > The Tramway > San Jacinto Mountains > California",https://www.mountainproject.com/route/106824994/problem-k,1.3,-1,Boulder,V-easy,1,10,33.81357,-116.64777
"Problem L","South Warm-up Boulder > Shangri-La > Shangri-La Valley > The Tramway > San Jacinto Mountains > California",https://www.mountainproject.com/route/106825003/problem-l,1.0,-1,Boulder,V-easy,1,10,33.81357,-116.64777
"Problem M","South Warm-up Boulder > Shangri-La > Shangri-La Valley > The Tramway > San Jacinto Mountains > California",https://www.mountainproject.com/route/106825008/problem-m,1.3,-1,Boulder,V-easy,1,8,33.81357,-116.64777
"Problem F","South Warm-up Boulder > Shangri-La > Shangri-La Valley > The Tramway > San Jacinto Mountains > California",https://www.mountainproject.com/route/106824785/problem-f,1.4,-1,Boulder,V-easy,1,10,33.81357,-116.64777
"Problem I","South Warm-up Boulder > Shangri-La > Shangri-La Valley > The Tramway > San Jacinto Mountains > California",https://www.mountainproject.com/route/106824796/problem-i,1.0,-1,Boulder,V-easy,1,10,33.81357,-116.64777
"Problem G","South Warm-up Boulder > Shangri-La > Shangri-La Valley > The Tramway > San Jacinto Mountains > California",https://www.mountainproject.com/route/106824802/problem-g,1.2,-1,Boulder,V-easy,1,10,33.81357,-116.64777
"Problem E","South Warm-up Boulder > Shangri-La > Shangri-La Valley > The Tramway > San Jacinto Mountains > California",https://www.mountainproject.com/route/106516881/problem-e,1.7,-1,Boulder,"V-easy PG13",1,10,33.81357,-116.64777
"Problem J","South Warm-up Boulder > Shangri-La > Shangri-La Valley > The Tramway > San Jacinto Mountains > California",https://www.mountainproject.com/route/106824988/problem-j,1.2,-1,Boulder,V0-,1,10,33.81357,-116.64777
"Alphabet Soup","South Warm-up Boulder > Shangri-La > Shangri-La Valley > The Tramway > San Jacinto Mountains > California",https://www.mountainproject.com/route/107767887/alphabet-soup,2.0,-1,Boulder,V0-,1,,33.81357,-116.64777
"Problem H","South Warm-up Boulder > Shangri-La > Shangri-La Valley > The Tramway > San Jacinto Mountains > California",https://www.mountainproject.com/route/106824791/problem-h,1.2,-1,Boulder,V0-,1,10,33.81357,-116.64777
"Problem A","South Warm-up Boulder > Shangri-La > Shangri-La Valley > The Tramway > San Jacinto Mountains > California",https://www.mountainproject.com/route/106516841/problem-a,2.0,-1,Boulder,V0,1,12,33.81357,-116.64777
"Problem D","South Warm-up Boulder > Shangri-La > Shangri-La Valley > The Tramway > San Jacinto Mountains > California",https://www.mountainproject.com/route/106516862/problem-d,1.8,-1,Boulder,"V0+ PG13",1,12,33.81357,-116.64777
"Problem N","South Warm-up Boulder > Shangri-La > Shangri-La Valley > The Tramway > San Jacinto Mountains > California",https://www.mountainproject.com/route/114466013/problem-n,1.0,-1,Boulder,V0+,1,12,33.81357,-116.64777
"Problem B","South Warm-up Boulder > Shangri-La > Shangri-La Valley > The Tramway > San Jacinto Mountains > California",https://www.mountainproject.com/route/106516846/problem-b,1.8,-1,Boulder,V1,1,12,33.81357,-116.64777
"Problem C","South Warm-up Boulder > Shangri-La > Shangri-La Valley > The Tramway > San Jacinto Mountains > California",https://www.mountainproject.com/route/106516853/problem-c,1.7,-1,Boulder,V3,1,12,33.81357,-116.64777
"Pebble Beach","Pebble Beach > Shangri-La > Shangri-La Valley > The Tramway > San Jacinto Mountains > California",https://www.mountainproject.com/route/106824718/pebble-beach,1.0,-1,Boulder,V0,1,12,33.81439,-116.64728
Blood,"Pebble Beach > Shangri-La > Shangri-La Valley > The Tramway > San Jacinto Mountains > California",https://www.mountainproject.com/route/106824732/blood,1.0,-1,Boulder,V2,1,10,33.81439,-116.64728
"Tyler's Problem","Pebble Beach > Shangri-La > Shangri-La Valley > The Tramway > San Jacinto Mountains > California",https://www.mountainproject.com/route/106824740/tylers-problem,1.0,-1,Boulder,V6,1,10,33.81439,-116.64728
"Barney Rubble","Flintstone Boulders > Shangri-La > Shangri-La Valley > The Tramway > San Jacinto Mountains > California",https://www.mountainproject.com/route/106824771/barney-rubble,1.0,-1,Boulder,"V0 PG13",1,15,33.81355,-116.64814
"Bam Bam","Flintstone Boulders > Shangri-La > Shangri-La Valley > The Tramway > San Jacinto Mountains > California",https://www.mountainproject.com/route/106824753/bam-bam,1.0,-1,Boulder,V1,1,12,33.81355,-116.64814
"Cosmic Bowling","Flintstone Boulders > Shangri-La > Shangri-La Valley > The Tramway > San Jacinto Mountains > California",https://www.mountainproject.com/route/106824758/cosmic-bowling,1.0,-1,Boulder,V4,1,12,33.81355,-116.64814
"Feel's like a Virgin","Boulder Cluster > Shangri-La > Shangri-La Valley > The Tramway > San Jacinto Mountains > California",https://www.mountainproject.com/route/108190840/feels-like-a-virgin,3.6,-1,Boulder,"V3 R",1,16,33.81425,-116.64769
"Warm up  2","Warm up Boulder > Shangri-La > Shangri-La Valley > The Tramway > San Jacinto Mountains > California",https://www.mountainproject.com/route/108343876/warm-up-2,1.0,-1,Boulder,V0-,1,10,33.81414,-116.64885
"Warm up  3","Warm up Boulder > Shangri-La > Shangri-La Valley > The Tramway > San Jacinto Mountains > California",https://www.mountainproject.com/route/108343884/warm-up-3,1.6,-1,Boulder,V0,1,15,33.81414,-116.64885
"The World's Hardest V2","Warm up Boulder > Shangri-La > Shangri-La Valley > The Tramway > San Jacinto Mountains > California",https://www.mountainproject.com/route/108343869/the-worlds-hardest-v2,2.0,-1,Boulder,V1,1,10,33.81414,-116.64885
"Unknown v1","Warm up Boulder > Shangri-La > Shangri-La Valley > The Tramway > San Jacinto Mountains > California",https://www.mountainproject.com/route/108343894/unknown-v1,1.0,-1,Boulder,V1,1,8,33.81414,-116.64885
"Left Gold Crack","Gold Crack Boulder/Which Way Jose > Shangri-La > Shangri-La Valley > The Tramway > San Jacinto Mountains > California",https://www.mountainproject.com/route/112008925/left-gold-crack,2.3,-1,Boulder,V3,1,12,33.81446,-116.64983
"Right Gold Crack","Gold Crack Boulder/Which Way Jose > Shangri-La > Shangri-La Valley > The Tramway > San Jacinto Mountains > California",https://www.mountainproject.com/route/112008881/right-gold-crack,3.4,-1,Boulder,V5,1,12,33.81446,-116.64983
"Unnamed V7","Gold Crack Boulder/Which Way Jose > Shangri-La > Shangri-La Valley > The Tramway > San Jacinto Mountains > California",https://www.mountainproject.com/route/108526185/unnamed-v7,2.0,-1,Boulder,V7,1,12,33.81446,-116.64983
"Left Gold Crack (Sit)","Gold Crack Boulder/Which Way Jose > Shangri-La > Shangri-La Valley > The Tramway > San Jacinto Mountains > California",https://www.mountainproject.com/route/112008958/left-gold-crack-sit,3.0,-1,Boulder,V7,1,12,33.81446,-116.64983
"Which Way Jose","Gold Crack Boulder/Which Way Jose > Shangri-La > Shangri-La Valley > The Tramway > San Jacinto Mountains > California",https://www.mountainproject.com/route/112009023/which-way-jose,4.0,-1,Boulder,V9,1,15,33.81446,-116.64983
Oblivion,"Oblivion > Shangri-La > Shangri-La Valley > The Tramway > San Jacinto Mountains > California",https://www.mountainproject.com/route/109595442/oblivion,1.7,-1,Boulder,V7,1,7,33.81315,-116.64724
"Won't Back-Off","Chad's Boulder > Shangri-La > Shangri-La Valley > The Tramway > San Jacinto Mountains > California",https://www.mountainproject.com/route/109595472/wont-back-off,1.0,-1,Boulder,V3,1,9,33.81328,-116.64778
"Chad's Problem","Chad's Boulder > Shangri-La > Shangri-La Valley > The Tramway > San Jacinto Mountains > California",https://www.mountainproject.com/route/109595465/chads-problem,1.0,-1,Boulder,V6,1,7,33.81328,-116.64778
Butterscotch,"Butterscotch Rock > Shangri-La > Shangri-La Valley > The Tramway > San Jacinto Mountains > California",https://www.mountainproject.com/route/112009482/butterscotch,3.0,-1,Boulder,"V6 R",1,15,33.81488,-116.64786
"Hueco Shuffle","Hueco Boulder > The Dance Floor > Shangri-La Valley > The Tramway > San Jacinto Mountains > California",https://www.mountainproject.com/route/106505709/hueco-shuffle,2.9,-1,Boulder,V1,1,13,33.8159,-116.64911
"Hueco Shuffle - Left","Hueco Boulder > The Dance Floor > Shangri-La Valley > The Tramway > San Jacinto Mountains > California",https://www.mountainproject.com/route/106831988/hueco-shuffle-left,2.4,-1,Boulder,V2+,1,15,33.8159,-116.64911
"Hueco Shuffle - Direct","Hueco Boulder > The Dance Floor > Shangri-La Valley > The Tramway > San Jacinto Mountains > California",https://www.mountainproject.com/route/106922176/hueco-shuffle-direct,2.0,-1,Boulder,V3,1,13,33.8159,-116.64911
Samba,"Breakdance Boulder > The Dance Floor > Shangri-La Valley > The Tramway > San Jacinto Mountains > California",https://www.mountainproject.com/route/106505729/samba,1.6,-1,Boulder,V2+,1,10,33.8159,-116.64911
Breakdance,"Breakdance Boulder > The Dance Floor > Shangri-La Valley > The Tramway > San Jacinto Mountains > California",https://www.mountainproject.com/route/106505733/breakdance,2.5,-1,Boulder,V3,1,10,33.8159,-116.64911
"La Bocha de  Boogy","Breakdance Boulder > The Dance Floor > Shangri-La Valley > The Tramway > San Jacinto Mountains > California",https://www.mountainproject.com/route/106505722/la-bocha-de-boogy,1.9,-1,Boulder,V3,1,12,33.8159,-116.64911
Waltz,"Bitch Slap Boulder > The Dance Floor > Shangri-La Valley > The Tramway > San Jacinto Mountains > California",https://www.mountainproject.com/route/106505763/waltz,2.1,-1,Boulder,V1,1,12,33.8159,-116.64911
"Last Man Standing","Bitch Slap Boulder > The Dance Floor > Shangri-La Valley > The Tramway > San Jacinto Mountains > California",https://www.mountainproject.com/route/108229957/last-man-standing,1.0,-1,Boulder,V2,1,8,33.8159,-116.64911
"Poorman's Darkhorse (aka Dances with Trees)","Bitch Slap Boulder > The Dance Floor > Shangri-La Valley > The Tramway > San Jacinto Mountains > California",https://www.mountainproject.com/route/107766420/poormans-darkhorse-aka-dances-with-trees,2.7,-1,Boulder,V6,1,13,33.8159,-116.64911
"Bitch Slap","Bitch Slap Boulder > The Dance Floor > Shangri-La Valley > The Tramway > San Jacinto Mountains > California",https://www.mountainproject.com/route/107202462/bitch-slap,2.5,-1,Boulder,V6,1,10,33.8159,-116.64911
"Line Dance","Swing Dance Boulder > The Dance Floor > Shangri-La Valley > The Tramway > San Jacinto Mountains > California",https://www.mountainproject.com/route/106832039/line-dance,2.2,-1,Boulder,V1+,1,12,33.81573,-116.64921
"Square Dance","Swing Dance Boulder > The Dance Floor > Shangri-La Valley > The Tramway > San Jacinto Mountains > California",https://www.mountainproject.com/route/106832057/square-dance,2.0,-1,Boulder,V3-4,1,10,33.81573,-116.64921
"Busta Move","Swing Dance Boulder > The Dance Floor > Shangri-La Valley > The Tramway > San Jacinto Mountains > California",https://www.mountainproject.com/route/106832031/busta-move,1.7,-1,Boulder,V4,1,10,33.81573,-116.64921
"Soul Train","Swing Dance Boulder > The Dance Floor > Shangri-La Valley > The Tramway > San Jacinto Mountains > California",https://www.mountainproject.com/route/106832023/soul-train,3.0,-1,Boulder,V7,1,15,33.81573,-116.64921
